Sample_ID,Location_ID,Basin_ID,Observationtype,Rep_ID_TE,Sampletype,filtersize_mum_TE,sievesize_mumm_TE,Treatment_TE,Method_TE,Discharge m3_s,TSS_mg_L_TE,Rb_ppm,Cs_ppm,Li_ppm,Ba_ppm,Sr_ppm,Th_ppm,U_ppm,Y_ppm,Zr_ppm,Nb_ppm,Hf_ppm,Sc_ppm,Cr_ppm,Co_ppm,V_ppm,Ni_ppm,Pb_ppm,Be_ppm,Au_ppm,Ag_ppm,Pt_ppm,Cu_ppm,Zn_ppm,Ga_ppm,Ge_ppm,As_ppm,Se_ppm,Br_ppm,Cd_ppm,Sn_ppm,Sb_ppm,Te_ppm,I_ppm,B_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Hg_ppm,Tl_ppm,Bi_ppm,Mo_ppm,Ta_ppm,W_ppm,SeaCat,Original_Unit,Treatment_ME,Method_ME,Rep_ID_ME,filtersize_mum_ME,sievesize_mumm_ME,Discharge_m3_s,TSS_mg_L_ME,Sand_perc,Silt_perc,Clay_perc,AvgGrainSize_mum,SiO2_wt,Al2O3_wt,Fe2O3T_wt,MnO_wt,CaO_wt,MgO_wt,K2O_wt,Na2O_wt,TiO2_wt,P2O5_org_wt,P2O5_inorg_wt,P2O5_tot_wt,LOI_wt,SO3_wt,N_org_wt,C_org_wt,C_inorg_wt,C_tot_wt,Ca_mumol_L,Mg_mumol_L,K_mumol_L,Na_mumol_L,Cl_mumol_L,Si_mumol_L,DIC_mumol_L,DOC_mumol_L,SO4_mumol_L,HCO3_mumol_L,T_water DegC,pH,Alk_mumol_L,Cond_muS_cm,SI(Cal),Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unit,Method,Rep_ID,filtersize_mum,sievesize_mumm,Discharge_m3_s_Minerals,TSS_mg_L,Sand_perc_Minerals,Silt_perc_Minerals,Clay_perc_Minerals,AvgGrainSize_mum_Minerals,Quartz,Albite,Plg,Anorthite,K-feldspar,Feldspar,Ampibole,Pyroxene,BasGlass,totalMafic,Olivine,Mica,Smectite,Illite,Kaolinite,Chlorite,Gibbsite,Vermiculite,BulkClay,Calcite,Dolomite,BulkCarbonate,Casulfate,Fesulfide,FeOxide,FeHydroxide,Lvf,Lvm,Lv,Lp,Lcd,Lcc,Lch,Ls,Lms,Lmb,Lmf,Lm,Lu,L,totHM,Opq,Ap,Ep,Grt,Ttn,Zirc,Tourm,Ru,TiOx,Px,Amp,Ol,Sp,Mon,Ala,Cltd,Staur,And,Ky,Sil,trHM,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81
FRA-LOR-111114-NEG56,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,71.0,40.1,231,,,,194,,,,174,,,,,,,,95,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,71.0,40.1,,,,,53.4,,8.1,,3.3,,2.8,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,71.0,40.1,,,,,30,,10,,30,,,,,,,,,10,10,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG57,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,56.0,80.5,237,,,,180,,,,194,,,,,,,,82,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,56.0,80.5,,,,,55.4,,7.9,,2.0,,2.7,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,56.0,80.5,,,,,32,,11,,32,,,,,,,,,10,10,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG58,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,71.0,24.9,208,,,,202,,,,173,,,,,,,,79,,,,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,71.0,24.9,,,,,52.6,,7.5,,3.4,,2.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,71.0,24.9,,,,,20,,,,30,,,,,,,,,20,20,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG59,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,53.0,18.7,144,,,,226,,,,135,,,,,,,,86,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,53.0,18.7,,,,,54.7,,7.0,,7.2,,2.8,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,53.0,18.7,,,,,20,,,,30,,,,,,,,,20,10,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG6,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,122.0,22.3,71,,,,316,,,,73,,,,,,,,37,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,122.0,22.3,,,,,55.3,,3.1,,> 17,,2.1,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,122.0,22.3,,,,,8,,6,,16,,,,,,,,,3,3,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG60,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,55.0,22.2,187,,,,222,,,,197,,,,,,,,169,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,55.0,22.2,,,,,56.8,,6.9,,4.0,,2.6,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,55.0,22.2,,,,,25,,,,40,,,,,,,,,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG61,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,59.0,28,134,,,,131,,,,110,,,,,,,,97,,,,,,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,59.0,28.0,,,,,62.0,,6.4,,3.2,,2.2,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,59.0,28.0,,,,,25,,,,25,,,,,,,,,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG62,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,108.0,39.8,87,,,,338,,,,111,,,,,,,,181,,,,,,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,108.0,39.8,,,,,34.2,,3.8,,> 17,,2.0,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,108.0,39.8,,,,,5,,5,,,,,,,,,,,5,5,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG63,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,121.0,24.7,69,,,,416,,,,86,,,,,,,,29,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,121.0,24.7,,,,,25.0,,2.8,,> 17,,2.1,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,121.0,24.7,,,,,10,,10,,,,,,,,,,,5,5,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG64,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,307.0,30.2,46,,,,377,,,,74,,,,,,,,38,,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,307.0,30.2,,,,,32.7,,2.4,,> 17,,1.4,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,307.0,30.2,,,,,5,,10,,5,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG65,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,177.0,5.1,56,,,,109,,,,42,,,,,,,,159,,,,,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.45,,177.0,5.1,,,,,55.1,,4.8,,10.7,,1.8,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.45,,177.0,5.1,,,,,5,,5,,20,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG7,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,101.0,17.1,68,,,,169,,,,60,,,,,,,,74,,,,,,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,101.0,17.1,,,,,49.3,,4.2,,11.2,,2.1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,101.0,17.1,,,,,13,,7,,14,,,,,,,,,6,5,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG8,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,91.0,17.5,78,,,,344,,,,65,,,,,,,,55,,,,,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,91.0,17.5,,,,,36.6,,3.6,,> 17,,2.2,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,91.0,17.5,,,,,8,,4,,6,,,,,,,,,3,4,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG9,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,71.0,45.5,60,,,,382,,,,58,,,,,,,,68,,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,71.0,45.5,,,,,34.4,,2.7,,> 17,,1.9,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,71.0,45.5,,,,,4,,2,,6,,,,,,,,,4,4,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL10,FRA-RHO-111111,3011.0,single,2.0,SS,0.2,,fused/dig,ICP-MS,5047.0,125,15.12564,,,41.6167,398.671,9.2816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.53,4.81,,,,,,,,,,,,,,,,Winter,mol/kg,fused/dig,ICP/ICP-MS,2.0,0.2,,5047.0,125.0,,,,,43.8,1.8,3.9,0.9,18.6,1.5,2.9,0.6,0.5,,,0.3,,,,,,,1760.0,208.0,48.0,251.0,250.0,,,,300.0,3280.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL11,FRA-RHO-111111,3011.0,single,2.0,SS,0.2,,fused/dig,ICP-MS,5159.0,136,12.5616,,,45.1235,378.5184,8.35344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.53,4.66,,,,,,,,,,,,,,,,Winter,mol/kg,fused/dig,ICP/ICP-MS,2.0,0.2,,5159.0,136.0,,,,,41.2,1.9,3.8,0.8,17.5,1.5,3.0,0.6,0.5,,,0.2,,,,,,,1740.0,209.0,48.0,239.0,247.0,,,,301.0,3030.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL12,FRA-RHO-111111,3011.0,single,2.0,SS,0.2,,fused/dig,ICP-MS,4757.0,434,11.25372,,,545.21,48.392,9.2816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.53,4.52,,,,,,,,,,,,,,,,Spring,mol/kg,fused/dig,ICP/ICP-MS,2.0,0.2,,4757.0,434.0,,,,,42.0,12.8,4.1,0.2,14.1,1.9,2.5,0.8,0.6,,,0.3,,,,,,,1750.0,197.0,48.0,231.0,232.0,,,,304.0,3120.0,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL13,FRA-RHO-111111,3011.0,single,2.0,SS,0.2,,fused/dig,ICP-MS,3959.0,149,111.9638,,,62.8787,49.1854,9.2816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.78,4.81,,,,,,,,,,,,,,,,Spring,mol/kg,fused/dig,ICP/ICP-MS,2.0,0.2,,3959.0,149.0,,,,,44.3,12.8,4.2,0.1,14.5,1.8,2.5,0.7,0.6,,,0.2,,,,,,,1770.0,204.0,51.0,262.0,263.0,,,,285.0,3030.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL14,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,3182.0,65.1,14.2796,,,392.7638,326.8226,8.1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,4.36,,,,,,,,,,,,,,,,Spring,mol/kg,fused/dig,ICP/ICP-MS,1.0,0.2,,3182.0,65.1,,,,,42.7,11.2,4.2,0.1,14.4,1.8,1.9,0.7,0.5,,,0.2,,,,,,,1840.0,230.0,53.0,293.0,284.0,,,,328.0,3270.0,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL15,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,3115.0,49.8,115.3818,,,46.4968,36.1182,1.2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.53,4.96,,,,,,,,,,,,,,,,Spring,mol/kg,fused/dig,ICP/ICP-MS,1.0,0.2,,3115.0,49.8,,,,,32.9,11.8,4.3,0.1,15.8,1.8,2.4,0.7,0.5,,,0.3,,,,,,,1840.0,223.0,53.0,302.0,298.0,,,,321.0,3340.0,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL16,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,2715.0,24.2,121.36456,,,373.5376,39.2986,1.2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.96,5.11,,,,,,,,,,,,,,,,Spring,mol/kg,fused/dig,ICP/ICP-MS,1.0,0.2,,2715.0,24.2,,,,,39.7,12.0,4.5,0.2,13.6,1.6,2.2,0.6,0.6,,,0.3,,,,,,,1840.0,225.0,48.0,301.0,328.0,,,,364.0,3320.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL17,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,2085.0,45.1,115.3818,,,414.7366,448.6144,7.65732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.39,3.76,,,,,,,,,,,,,,,,Spring,mol/kg,fused/dig,ICP/ICP-MS,1.0,0.2,,2085.0,45.1,,,,,36.6,1.9,3.6,1.0,14.4,1.5,2.3,0.6,0.3,,,0.3,,,,,,,1720.0,269.0,46.0,317.0,320.0,,,,544.0,2980.0,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL18,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,1350.0,15.1,159.82516,,,624.8515,63.718,14.8556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.60,7.67,,,,,,,,,,,,,,,,Spring,mol/kg,fused/dig,ICP/ICP-MS,1.0,0.2,,1350.0,15.1,,,,,42.5,19.0,6.5,0.3,25.5,2.9,3.1,1.1,0.8,,,0.5,,,,,,,0.0,0.0,0.0,0.0,331.0,,,,526.0,0.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL19,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,1081.0,6.2,155.55176,,,633.913,55.2536,13.45832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.73,6.16,,,,,,,,,,,,,,,,Spring,mol/kg,fused/dig,ICP/ICP-MS,1.0,0.2,,1081.0,6.2,,,,,46.7,17.3,6.3,0.2,23.4,2.9,3.2,1.1,0.7,,,0.6,,,,,,,1600.0,261.0,55.0,463.0,415.0,,,,507.0,2520.0,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL2,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,2049.0,31.6,113.67244,,,359.846,47.433,8.81752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.53,4.81,,,,,,,,,,,,,,,,Spring,mol/kg,fused/dig,ICP/ICP-MS,1.0,0.2,,2049.0,31.6,,,,,4.6,12.2,4.7,0.1,18.3,1.7,2.7,0.5,0.5,,,0.3,,,,,,,1810.0,250.0,50.0,341.0,373.0,,,,328.0,3150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL20,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,1445.0,19.9,135.3944,,,417.4832,437.2238,9.51364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.64,4.52,,,,,,,,,,,,,,,,Spring,mol/kg,fused/dig,ICP/ICP-MS,1.0,0.2,,1445.0,19.9,,,,,24.6,14.1,5.0,0.1,17.8,2.6,2.5,0.7,0.6,,,0.3,,,,,,,1760.0,244.0,57.0,427.0,403.0,,,,427.0,3130.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL21,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,1408.0,28.3,137.6348,,,45.4424,24.1546,15.31464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.60,7.22,,,,,,,,,,,,,,,,Spring,mol/kg,fused/dig,ICP/ICP-MS,1.0,0.2,,1408.0,28.3,,,,,44.7,15.6,6.7,0.2,1.9,1.7,2.2,0.5,0.8,,,0.5,,,,,,,1940.0,226.0,79.0,537.0,565.0,,,,336.0,3420.0,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL22,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,1105.0,35.4,141.222,,,416.199,184.2,14.8556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.94,7.52,,,,,,,,,,,,,,,,Spring,mol/kg,dig,ICP/ICP-MS,1.0,0.2,,1105.0,35.4,,,,,,16.0,6.9,0.1,9.8,1.8,2.3,0.4,0.7,,,0.5,,,,,,,1880.0,225.0,74.0,487.0,495.0,,,,380.0,3060.0,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL23,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,1854.0,49.4,118.852,,,42.2298,313.6796,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.85,5.86,,,,,,,,,,,,,,,,Spring,mol/kg,fused/dig,ICP/ICP-MS,1.0,0.2,,1854.0,49.4,,,,,43.2,12.2,4.9,0.2,14.1,1.8,2.0,0.6,0.6,,,0.4,,,,,,,1920.0,252.0,70.0,565.0,548.0,,,,400.0,0.0,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL24,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,dig,ICP-MS,1105.0,14.4,129.5668,,,429.8429,33.1652,13.6936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.73,6.32,,,,,,,,,,,,,,,,Spring,mol/kg,dig,ICP/ICP-MS,1.0,0.2,,1105.0,14.4,,,,,,13.4,5.6,0.2,12.3,1.7,2.1,0.5,0.6,,,0.6,,,,,,,2110.0,279.0,66.0,550.0,536.0,,,,452.0,3290.0,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL25,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,2604.0,82.7,138.45816,,,373.5376,294.432,9.4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.46,5.26,,,,,,,,,,,,,,,,Summer,mol/kg,fused/dig,ICP/ICP-MS,1.0,0.2,,2604.0,82.7,,,,,48.8,12.7,5.2,0.1,11.7,1.7,2.5,0.5,0.6,,,0.3,,,,,,,1800.0,214.0,57.0,350.0,339.0,,,,289.0,3150.0,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL26,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,dig,ICP-MS,1189.0,13.9,122.21924,,,379.38,275.1268,1.2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.53,4.81,,,,,,,,,,,,,,,,Autumn,mol/kg,dig,ICP/ICP-MS,1.0,0.2,,1189.0,13.9,,,,,,13.1,4.9,0.1,11.8,1.7,2.2,0.5,0.6,,,0.4,,,,,,,1760.0,246.0,57.0,434.0,419.0,,,,344.0,3250.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL27,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,537.0,9.8,9.5968,,,372.1643,325.9464,8.35344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.64,4.36,,,,,,,,,,,,,,,,Autumn,mol/kg,dig,ICP/ICP-MS,1.0,0.2,,537.0,9.8,,,,,,1.4,4.0,0.2,14.9,1.5,1.7,0.6,0.4,,,0.5,,,,,,,1780.0,293.0,58.0,521.0,502.0,,,,572.0,3040.0,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL29,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,dig,ICP-MS,2488.0,51.7,11.25372,,,363.9245,322.4416,9.97772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.96,4.96,,,,,,,,,,,,,,,,Winter,mol/kg,dig,ICP/ICP-MS,1.0,0.2,,2488.0,51.7,,,,,,11.4,4.4,0.1,15.5,1.6,1.9,0.6,0.6,,,0.3,,,,,,,1820.0,234.0,65.0,505.0,542.0,,,,366.0,3090.0,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-RHO-111111-OLL3,FRA-RHO-111111,3011.0,single,1.0,SS,0.2,,fused/dig,ICP-MS,2493.0,28.6,111.184,,,383.157,384.6518,8.81752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.53,4.81,,,,,,,,,,,,,,,,Winter,mol/kg,fused/dig,ICP/ICP-MS,1.0,0.2,,2493.0,28.6,,,,,43.3,12.8,5.0,0.2,16.3,1.8,2.3,0.5,0.5,,,0.3,,,,,,,1890.0,258.0,52.0,395.0,423.0,,,,382.0,3150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
